count;concept;node1;node2;node3
1697498;well;both;such;including
1692471;do;did;does;so
1689684;into;account;when;in
1674339;about;around;some;because
1659783;la;importante;le;une
1655512;after;before;during;following
1614637;set;setting;which_set;sets
1596294;same;time;however;while
1595634;first;second;third;fourth
1583788;could;can;would;might
1567648;part;first;therefore;context
1557602;countries;eu_countries;european_countries;eu_member_states
1556496;time;period;same;however
1516674;eec;council_regulation;eeq;commission_regulation
1492350;europe;eu;european;world
1492109;council;european_parliament;eu_council;council_of_ministers
1464732;directive;that_directive;present_directive;council_directive
1427946;ii;iii;v;iv
1417897;results;initial_results;overall_results;preliminary_results
1406668;accordance;cordance;laid;acordance
1401352;development;develop;developing;design
1399175;/;/forecasts/;/eedp/;/eeeb/
1389507;referred;refened;first_subparagraph;first_indent
1384994;very;extremely;quite;relatively
1384178;work;working;activities;that_work
1379287;who;whom;they;those
1367994;community;die_community;union;enlarged_community
1358598;being;were;but;been
1345970;products;product;various_products;relevant_products
1340235;provide;providing;provides;give
1336699;certain;oertain;some;ceru
1318062;whereas;wheres;kwhereas;2whereas
1313916;using;use;used;utilising
1307587;year;years;period;month
1293012;es;el;fr;se
1286765;report;first_report;reports;second_report
1273987;since;although;therefore;because
1271727;therefore;consequently;thus;however
1257116;does;did;do;doesnt
1255338;had;have;was;has
1252870;des;et_des;les;de_ces
1248764;down;laid;dov/n;laying
1216117;less;more;than;higher
1213131;us;united_states;japan;usa
1204472;taken;take;taking;uken
1188916;period;whole_period;five-year_period;year
1183930;given;give;giving;therefore
1178310;need;pressing_need;urgent_need;needed
1176689;while;whilst;although;thus
1147377;system;systems;based_system;control_system
1141742;le;du;les;celui
1139268;application;plication;applications;applied
1137204;project;life_project;sub-project;present_project
1136857;al;ed;te;ai
1135304;without;any;after;only
1133119;due;owing;because;related
1129550;ensure;ensuring;ensures;assure
1118598;measures;various_measures;new_measures;actions
1116708;years;ten_years;months;five_years
1107885;point;points;general_point;last_point
1101312;following;after;during;first
1098839;uk;united_kingdom;nl;netherlands
1084359;support;supporting;further_support;active_support
1078848;according;cording;accordance;basis
1072024;adopted;adoption;adopt;established
1065751;example;instance;especially;also
1064112;many;some;often;several
1063945;total;total_total;million;grand_total
1063078;how;what;what_way;what_extent
1053984;before;after;during;when
1053264;see;case;found;above
1047407;country;countries;mem_ber_state;region
1046311;possible;necessary;possi;impossible
1043637;1;2;3;4
1042505;three;four;two;five
1041749;necessary;sary;required;neces
1031485;member_state;mem_ber_state;that_member_state;member_slate
1021298;implementation;further_implementation;plementation;implementing
1017306;because;although;however;therefore
1013525;considered;regarded;therefore;found
999545;services;various_services;other_services;servic
998777;december;june;october;november
986303;this_regulation;present_regulation;all_the_relevant_management_committees;that_directive
985238;means;mean;thus;way
980956;against;swedish_krona_exchange_rates;czech_koruna_exchange_rates;danish_krone_exchange_rates
980082;increase;crease;increasing;increased
977683;he;she;his;which_he
974487;cases;instances;however;particular_cases
969939;whether;wheth;if;when
959046;apply;applies;applied;mutatis_mutandis
957338;concerned;cerned;question;involved
951387;decision;decisions;new_decision;contested_decision
951118;france;italy;spain;germany
950043;end;beginning;start;during
948583;european_union;eu;european_community;union
945888;re;ra;te;th
943288;required;needed;necessary;require
941049;include;included;includes;clude
939244;particular;particular_the;especially;particularly
936717;make;making;made;makes
927112;co;kala_naft_kala_naft_tehran;ramak_constructions;ltd_tianjin_yingli_new_energy_resources
926228;above;below;case;paragraph
918026;european_communities;european_communites;european_communties;european_communitie
913139;least;less;either;only
913005;our;my;we;ourselves
908893;conditions;ditions;condition;conditons
906823;production;consumption;total_production;european_production
906506;germany;italy;belgium;denmark
905909;basis;based;sole_basis;basing
904947;paragraph;paragraphs;footnote;case
902930;concerning;regarding;relating;cerning
902875;study;studies;research_study;preliminary_study
898328;subject;under;subect;subjet
896592;respect;regard;relation;particular
895329;level;levels;overall_level;highest_level
892307;june;july;september;october
892142;even;however;although;indeed
884973;account;ac_count;consideration;taking
873270;und;sowie;der;von
866447;european_parliament;council;parliament;eu_parliament
865986;section;chapter;table;sections
861666;applicable;plicable;binding;entirety
860158;source;sources;eurostat;eur0stat
857679;carried;conducted;performed;carry
854891;type;types;characteristics;nature
849152;what;how;something;really
847910;date;bushra_shawkat;thedate;hassan_al-nouri
845757;th;te;ith;ts
844177;you;yourself;your;youll
844002;take;taking;taken;takes
842489;research;related_research;basic_research;european_research
832913;der;durch_die;einer;die_der
832049;analysis;assessment;evaluation;study
825991;fr;gr;nl;de
825013;million;billion;million_euros;billion_euros
820520;les;sont;leurs;deux
818693;second;first;third;fourth
816889;among;amongst;while;between
814891;result;consequence;re_sult;resulting
814739;area;areas;field;region
812774;se;si;es;ie
810275;important;crucial;vital;essential
806857;applied;used;apply;application
805376;terms;tenns;because;context
803730;er;te;th;ra
800840;programme;new_programme;programmes;project
790961;2;4;3;1
790679;european_commission;eu_commission;directorate-general-general;european_commission_european_commission
788449;activities;activity;other_activities;various_activities
783685;related;linked;associated;due
780396;fax;e-mail;tel;e-mall
780190;thus;therefore;hence;thereby
779057;people;young_people;individuals;citizens
772628;found;observed;reported;considered
771336;value;added;total_value;real_value
766037;place;samahani_valley;qena_egypt;bhimber
764912;italy;netherlands;spain;france
762496;q;q-o-q;uj;qj
760284;form;forms;spaltwaerme;mixed_metals_oxides
759039;included;include;considered;includes
758513;agreement;agreements;new_agreement;draft_agreement
758402;market;markets;national_market;european_market
757300;di;della;dei;lofferta
757001;ex;11/nn;seub;manganese_waste_and_scrap_ga
754516;new;development;novel;existing
753385;last;past;preceding;amended
750813;july;june;october;september
749903;du;le;dun;et
746119;addition;particular;furthermore;however
745771;000;050;c13_eur/;024
743959;nl;dk;gr;uebl_uk_irl_dk_gr_einfuhr
739411;below;above;lower;higher
738804;view;regard;standpoint;viev
736842;established;estab;lished;establish
733386;z;tierphysiol;zostanie_wpisany;pflanzenernaehr
731612;already;previously;aheady;yet
730037;employment;part-time_employment;overall_employment;female_employment
729770;still;although;remains;even
728594;amended;repealed;805/681;94/73/f
725023;way;manner;so;means
719614;ro;si;io;pl
715514;another;one_member_state;one_country;anoth
714699;obtained;derived;produced;obtain
713435;january;july;february;september
710396;provisions;rules;relevant_provisions;various_provisions
710326;mm;25mm;1mm;50mm
709303;women;men;older_women;young_women
708068;spain;portugal;greece;italy
705415;process;processes;whole_process;entire_process
704559;chapter;section;subchapter;chapters
700929;now;today;therefore;already
700576;access;full_access;better_access;gain_access
700526;national;regional;international;european
698684;impact;effects;impacts;influence
690846;group;groups;subgroup;croup
689410;developed;oped;devised;developped
686382;although;however;while;because
686139;te;ra;th;fo
686050;change;changes;significant_change;major_changes
685816;official_journal;officiai_journal;offical_journal;european_communities
680581;defined;described;defines;specified
680515;proposal;pro_posal;new_proposal;amended_proposal
678296;product;products;prod_uct;end_product
671443;towards;toward;wards;progress
670346;environment;vironment;health_and;enviroment
668657;0;1;5;6
667621;question;questions;specific_question;last_question
666909;provides;provide;gives;offers
666794;etc;etcetera;various;and/or
666079;october;september;november;july
666079;having_regard;particular_article;haying_regard;particular_articles
664477;kg;aflobne_sode_kartofler_osv;100kg;export_reporting_country
662746;further;thus;then;therefore
662709;force;foroe;zindabad;khalistan
662318;amount;total_amount;amounts;final_amount
661699;march;april;february;september
660594;com;final;c3-0272/90;c3-0261/90
660468;present;presented;present_time;still
660130;shown;shows;indicated;show
658302;model;models;theoretical_model;simple_model
657184;compared;comparison;contrast;pared
655380;el;teavitaminemkm;ie;dk
651425;un;quun;le;monnaie_depreciee
647227;projects;research_projects;individual_projects;successful_projects
645332;training;training_activities;training_programmes;further_training
642732;different;various;differing;differ
641718;requirements;basic_requirements;requirement;operational_requirements
641465;effect;effects;impact;influence
638751;directly;direcdy;indirectly;direcuy
634871;across;throughout;different_regions;accross
634514;areas;important_areas;specific_areas;area
634222;field;fields;area;various_fields
631832;et_al;bluthenthal;smith_et_al;anderson_et_al
631326;fact;however;moreover;simple_fact
627244;na;sca_r2;con_r2;otvorenom
625034;involved;volved;involving;involvement
623570;particularly;especially;larly;particular
620542;state;states;government;new_state
620117;having;had;being;have
619083;pp;journal;american_journal;international_journal
618797;netherlands;denmark;italy;belgium
613866;industry;dustry;manufacturing_industry;sector
613379;either;usually;often;cither
613375;appropriate;necessary;relevant;appropri
612391;council_regulation;commission_regulation;eec;council_regulation_amending_regulation
612214;ecu;ecus;563618;previous_situation_green_rates
611497;laid;down;lays;accordance
610899;iii;iv;ii;vii
608656;iv;iii;vi;vii
608625;changes;change;variations;major_changes
608439;committee;commitee;economic_and_monetary_affairs;committe
607086;articles;anieles;artides;article
606127;like;liked;want;wish
601302;ce;le;produtos_de_intervencao_sem_restituicao;qui
599122;november;september;october;april
597905;able;unable;enable;ability
592820;goods;ofgoods;merchandise;all_the_goods
592438;his;her;himself;which_he
590967;together;gether;togeth;combined
590687;relating;concerning;pertaining;related
589239;covered;cover;covering;covers
589002;high;low;higher;lower
587699;mr;mrs;mr_peter;mr_michel
587379;assessment;evaluation;analysis;assessments
587071;april;march;february;september
586814;united_kingdom;ireland;sweden;denmark
586466;control;controlling;monitoring;controls
586418;reported;found;observed;considered
584230;often;sometimes;usually;frequently
583838;general;de_coordinacion_del_mercado_interior;general_de_comercio_inversiones;10/333_27_93_spain
581504;them;themselves;those;thus
579246;costs;cost;all_the_costs;expenses
579119;presented;sented;discussed;presenting
578391;expected;anticipated;likely;projected
578056;september;october;november;april
576713;improve;enhance;improving;strengthen
576299;protection;effective_protection;protect;better_protection
576157;energy;energy_energy;ergy;transport_energy
575532;ed;th;te;al
573411;much;far;little;generally
570139;quality;overall_quality;jpeg2000grayimagedict;jpeg2000coloracsimagedict
569940;increased;decreased;creased;diminished
569834;die;dass_die;diese;durch_die
568497;rules;provisions;governing;general_rules
566009;procedure;procedures;new_procedure;prooedure
564958;luxembourg;belgium;luxemburg;ireland
563542;si;ro;sk;se
562143;treaty;tfeu;eec_treaty;ec_treaty
559188;evaluation;assessment;analysis;evaluations
558396;action;actions;specific_action;further_action
557615;systems;system;integrated_systems;control_systems
556273;list;lists;new_list;initial_list
556192;005;002;001;003
551888;portugal;spain;greece;ireland
551151;the_court;first_instance;general_court;judgment
551105;around;approximately;almost;nearly
550453;opinion;opinon;opinions;economic_and_social_committee
549936;introduction;troduction;introduced;preface
549645;transport;transportation;land_transport;sauf_automob
548621;3;4;5;2
548537;water;water_water;cold_water;cooling_water
546041;law;constitutional_law;general_law;french_law
544645;members;individual_members;all_the_members;member
543046;st;th;biis_maritime_limited_postal_address;ra
540063;average;average_value;overall_average;average_figure
540015;ireland;denmark;greece;italy
537318;far;much;insofar;so
534858;european;europe;national;europe-wide
532192;tel;fax;melagrakis;98-21-22096701
531139;others;t-136/02;case;t-335/94_limburgse_vinyl_maatschappij
527304;might;could;would;may
526609;fig;figure;see_fig;figs
526279;higher;lower;smaller;larger
525404;help;helping;helps;that_help
524901;low;high;higher;lower
523502;right;general_right;no_right;fundamental_right
523360;management;agement;managing;general_management
522841;needs;specific_needs;particular_needs;need
522189;especially;particularly;particular;notably
522119;establishing;tablishing;lishing;ublishing
521801;produced;produce;producing;obtained
521536;gdp;gross_domestic_product;nominal_gdp;gdp_growth
521151;responsible;responsi;respon;sponsible
520968;shows;show;illustrates;reveals
520841;eurostat;eurosta;urostat;eurostal
518236;done;accomplished;performed;undertaken
518198;companies;firms;enterprises;large_companies
517434;yes;yes5;no_no_answer;no_no_luxembourg
517430;likely;unlikely;expected;probably
517205;commission;v;the_commission;case
517075;regard;respect;regards;regarding
516738;share;proportion;percentage_share;total_share
510640;risk;risks;increased_risk;higher_risk
509705;belgium;denmark;netherlands;germany
509284;four;five;six;three
507577;identified;pinpointed;identify;highlighted
507326;government;governments;central_government;national_government
505456;relevant;pertinent;appropriate;specific
504834;regions;eu_regions;region;european_regions
503630;context;framework;overall_context;wider_context
503021;greece;spain;ireland;cyprus
502994;method;methods;new_method;proposed_method
502979;persons;person;people;employed
501124;calculated;computed;determined;calculate
501069;issue;issues;question;is_sue
500587;until;which_time;since;before
500409;regarding;concerning;regard;regards
500057;fi;saeilytae_viileaessae;hengityselimiae;vaarallista
500040;region;regions;country;entire_region
499793;cooperation;co-operation;collaboration;closer_cooperation
496583;io;ti;te;ra
496437;develop;developing;de_velop;development
495850;technology;technologies;manufacturing_technology;research
495606;purpose;pur_pose;purposes;main_purpose
494810;rate;rates;average_rate;highest_rate
494105;rather;often;generally;much
493322;objectives;goals;overall_objectives;specific_objectives
490965;relation;regard;respect;regarding
490903;sector;subsector;sectors;industry
490635;future;future_development;future_developments;near_future
490016;education;education_and;education_and_training;higher_education
488817;effects;impact;effect;possible_effects
488389;range;large_range;wide_range;ranging
484691;01;02;03;05
484554;cost;costs;overall_cost;capital_cost
483844;children;child;mothers;small_children
483503;union;community;eu;european_union
482766;role;specific_role;potential_role;central_role
482381;pdf;html;aspx;/txt/
481206;needed;required;necessary;need
481115;mainly;mostly;primarily;largely
480863;described;outlined;mentioned;discussed
480341;brussels;strasbourg;470th;bruessels
480031;providing;provide;offering;provid
479615;give;giving;gives;gave
479542;allow;enable;allowing;permit
479504;february;march;april;september
