count;concept;node1;node2;node3
1257116;does;did;do;doesnt
1255338;had;has;have;having
1252870;des;de_ces;les;aux
1248764;down;dovm;dov/n;groundwork
1216117;less;more;greater;rather
1213131;us;me;americans;usa
1204472;taken;undertaken;uken;taking
1188916;period;time_period;whole_period;entire_period
1183930;given;presented;provided;considered
1178310;need;needs;necessity;pressing_need
1176689;while;whilst;although;since
1147377;system;new_system;mechanism;monitoring_system
1141742;le;un;du;au
1139268;application;applicability;practical_application;possible_application
1137204;project;research_project;programme;life_project
1136857;al;li;ol;bi
1135304;without;whithout;ithout;avoid
1133119;due;owing;attributable;attributed
1129550;ensure;assure;guarantee;demonstrate
1118598;measures;various_measures;new_measures;actions
1116708;years;ten_years;four_years;six_years
1107885;point;points;paragraph;danish_point
1101312;following;after;before;following_paragraphs
1098839;uk;united_kingdom;netherlands;nl
1084359;support;further_support;better_support;promote
1078848;according;referring;corresponding;refer
1072024;adopted;introduced;approved;endorsed
1065751;example;instance;obvious_reasons;increased_need
1064112;many;some;numerous;several
1063945;total;total_eu;total_number;approximately
1063078;how;what;what_extent;which_extent
1053984;before;after;when;until
1053264;see;consider;cite;mention
1047407;country;region;eu_member_state;particular_country
1046311;possible;necessary;impossible;practicable
1043637;1;2;3;4
1042505;three;four;two;five
1041749;necessary;needed;advisable;essential
1031485;member_state;mem_ber_state;contracting_party;that_member_state
1021298;implementation;practical_implementation;further_implementation;effective_implementation
1017306;because;although;if;since
1013525;considered;regarded;judged;seen
999545;services;related_services;transport_services;specific_services
998777;december;june;july;february
986303;this_regulation;present_regulation;that_directive;said_regulation
985238;means;implies;ensures;presupposes
980956;against;agains;gainst;againt
980082;increase;crease;further_increase;decrease
977683;he;she;he/she;which_he
974487;cases;instances;specific_cases;situations
969939;whether;if;which_extent;what_extent
959046;apply;include;adhere;conform
957338;concerned;involved;cerned;entrusted
951387;decision;final_decision;new_decision;formal_decision
951118;france;italy;denmark;netherlands
950043;end;beginning;very_end;start
948583;european_union;union;european_community;eu
945888;re;ra;trans;unre
943288;required;needed;necessary;requested
941049;include;comprise;contain;involve
939244;particular;particular_the;particular_as_regards;addition
936717;make;render;making;keep
927112;co;cu;cd;vo
926228;above;below;previous_paragraph;previous_section
918026;european_communities;european_communites;lhe_european_communities;european_communitie
913139;least;present_time;eu-27_level;regular_intervals
913005;our;my;your;its
908893;conditions;specific_conditions;legal_conditions;basic_conditions
906823;production;consumption;production_process;production_processes
906506;germany;west_germany;italy;denmark
905909;basis;based;basing;yearly_basis
904947;paragraph;paragraphs;first_subparagraph;article
902930;concerning;regarding;relating;governing
902875;study;research_study;survey;research_project
898328;subject;subjected;confined;restricted
896592;respect;regard;connection;relation
895329;level;levels;overall_level;current_level
892307;june;october;march;april
892142;even;conversely;especially;paradoxically
884973;account;ac_count;consideration;due_account
873270;und;oder;von;der
866447;european_parliament;european_parlament;european_paruament;european_parliament_president
865986;section;chapter;subsection;appendix
861666;applicable;applied;relevant;applies
860158;source;uk_source;data_source;eu-27_source
857679;carried;carrying;singled;carry
854891;type;specific_type;particular_type;different_type
849152;what;how;what_kind;what_extent
847910;date;dates;actual_date;last_date
845757;th;ls;te;g
844177;you;we;they;myself
844002;take;taking;adopt;bring
842489;research;scientific_research;basic_research;research_activities
832913;der;einer;von;fuer_die
832049;analysis;assessment;quantitative_analysis;evaluation
825991;fr;nl;gr;dk
825013;million;billion;5bn;trillion
820520;les;leurs;les_autres;les_divers
818693;second;first;third;fourth
816889;among;amongst;between;across
814891;result;re_sult;consequence;direct_result
814739;area;field;domain;context
812774;se;si;ie;ch
810275;important;interesting;crucial;essential
806857;applied;used;utilized;utilised
805376;terms;quantitative_terms;tenns;context
803730;er;ur;ri;te
800840;programme;new_programme;development_programme;research_programme
790961;2;1;3;4
790679;european_commission;eu_commission;the_commission;european_commission_services
788449;activities;specific_activities;various_activities;research_activities
783685;related;linked;pertaining;relating
780396;fax;gr45;europgvzalozba;eblcbkkksc15
780190;thus;hence;consequently;therefore
779057;people;young_people;youngsters;individuals
772628;found;observed;noticed;considered
771336;value;real_value;total_value;overall_value
766037;place;their_place;centre_stage;place_procedures
764912;italy;france;denmark;greece
762496;q;qj;qr;qq
760284;form;following_forms;forms;various_forms
759039;included;considered;reported;foreseen
758513;agreement;international_agreement;draft_agreement;cooperation_agreement
758402;market;eu_market;european_market;markets
757300;di;della;dei;del
757001;ex;re;ob;unex
754516;new;novel;new_ones;new_concepts
753385;last;past;next;ago
750813;july;june;april;february
749903;du;dun;au;le
746119;addition;relation;particular;contrast
745771;000;generis;025;vants
743959;nl;dk;fr;pt
739411;below;above;bellow;next_paragraph
738804;view;regard;respect;connection
736842;established;created;developed;introduced
733386;z;k;y;kl
731612;already;previously;aheady;currently
730037;employment;job_creation;employment_levels;jobs
729770;still;nonetheless;nevertheless;currently
728594;amended;defined;revised;modified
725023;way;manner;sense;practical_way
719614;ro;li;ri;rs
715514;another;every;each;a
714699;obtained;extracted;produced;derived
713435;january;july;december;april
710396;provisions;relevant_provisions;various_provisions;rules
710326;mm;50mm;100mm;25mm
709303;women;young_women;older_women;roma_women
708068;spain;greece;ireland;italy
705415;process;whole_process;overall_process;entire_process
704559;chapter;section;subsection;subchapter
700929;now;today;nowadays;still
700576;access;easy_access;better_access;full_access
700526;national;regional;local;subregional
698684;impact;potential_impact;possible_impact;overall_impact
690846;group;subgroup;core_group;large_group
689410;developed;devised;developped;elaborated
686382;although;however;while;because
686139;te;ts;fo;ge
686050;change;changes;significant_change;decrease
685816;official_journal;officiai_journal;ficial_journal;offioial_journal
680581;defined;described;specified;classified
680515;proposal;pro_posal;new_proposal;draft_proposal
678296;product;prod_uct;final_product;products
671443;towards;toward;wards;gradual
670346;environment;natural_environment;urban_environment;marine_environment
668657;0;1;5;2
667621;question;basic_question;further_question;fundamental_question
666909;provides;gives;offers;contains
666794;etc;etcetera;various;and/or
666079;october;november;september;march
666079;having_regard;haying_regard;according;pursuant
664477;kg;tonne;100kg;unit_weight
662746;further;deeper;eventually;gradually
662709;force;foroe;force_duration;take_effect
662318;amount;total_amount;maximum_amount;amounts
661699;march;april;october;february
660594;com;comi;doc_com;transport_com
660468;present;arrive;look;looked
660130;shown;indicated;demonstrated;seen
658302;model;theoretical_model;modelling_approach;simulation_model
657184;compared;contrasted;combined;contrast
655380;el;gr;ie;es
651425;un;le;dun;quun
647227;projects;research_projects;development_projects;programmes
645332;training;further_training;training_programmes;continuous_training
642732;different;differing;distinct;varied
641718;requirements;legal_requirements;basic_requirements;minimum_requirements
641465;effect;negative_effect;beneficial_effect;impact
638751;directly;direcdy;solely;exclusively
634871;across;throughout;accross;among
634514;areas;fields;sectors;domains
634222;field;area;context;various_fields
631832;et_al;smith_et_al;brown_et_al;hall_et_al
631326;fact;simple_fact;particular_the_fact;arguing
627244;na;al;ofici;bi
625034;involved;volved;engaged;interested
623570;particularly;especially;particulary;most
620542;state;existing_state;current_state;new_state
620117;having;have;has;had
619083;pp;vol;paper_no;special_issue
618797;netherlands;united_kingdom;denmark;france
613866;industry;dustry;manufacturing_industry;industrial_sector
613379;either;alternatively;indirectly;/
613375;appropriate;necessary;relevant;practicable
612391;council_regulation;commission_regulation;regulation;council_regulations
612214;ecu;eur;eua;guilders
611497;laid;lays;lay;laying
610899;iii;ii;iv;viii
608656;iv;ii;iii;vi
608625;changes;significant_changes;variations;major_changes
608439;committee;subcommittee;working_party;legal_affairs_committee
607086;articles;article;paragraphs;paragraph
606127;like;prefer;pay_attention;say
601302;ce;nd;ci;ll
599122;november;october;september;april
597905;able;obliged;unable;compelled
592820;goods;imported_goods;products;merchandise
592438;his;her;his/her;himself
590967;together;gether;along;concurrently
590687;relating;pertaining;related;concerning
589239;covered;governed;encompassed;regulated
589002;high;low;high_relative;low_average
587699;mr;mrs;mr_martin;prof
587379;assessment;evaluation;analysis;appraisal
587071;april;march;february;november
586814;united_kingdom;netherlands;ireland;denmark
586466;control;direct_control;better_control;strict_control
586418;reported;recorded;observed;found
584230;often;sometimes;usually;frequently
583838;general;general_terms;particular;particular_the
581504;them;themselves;him;him/her
579246;costs;financial_costs;overall_costs;direct_costs
579119;presented;discussed;summarised;summarized
578391;expected;projected;supposed;likely
578056;september;october;november;april
576713;improve;enhance;strengthen;optimise
576299;protection;adequate_protection;effective_protection;legal_protection
576157;energy;energy_production;energy_generation;total_energy
575532;ed;es;ts;ted
573411;much;little;far;long
570139;quality;overall_quality;reliability;efficiency
569940;increased;decreased;diminished;declined
569834;die;eine;diese;durch_die
568497;rules;national_rules;legal_provisions;general_rules
566009;procedure;new_procedure;following_procedure;management_procedure
;french_law
544645;members;individual_members;all_the_members;member
543046;st;th;biis_maritime_limited_postal_address;ra
540063;average;average_value;overall_average;average_figure
540015;ireland;denmark;greece;italy
537318;far;much;insofar;so
534858;european;europe;national;europe-wide
532192;tel;fax;melagrakis;98-21-22096701
531139;others;t-136/02;case;t-335/94_limburgse_vinyl_maatschappij
527304;might;could;would;may
526609;fig;figure;see_fig;figs
526279;higher;lower;smaller;larger
525404;help;helping;helps;that_help
524901;low;high;higher;lower
523502;right;general_right;no_right;fundamental_right
523360;management;agement;managing;general_management
522841;needs;specific_needs;particular_needs;need
522189;especially;particularly;particular;notably
522119;establishing;tablishing;lishing;ublishing
521801;produced;produce;producing;obtained
521536;gdp;gross_domestic_product;nominal_gdp;gdp_growth
521151;responsible;responsi;respon;sponsible
520968;shows;show;illustrates;reveals
520841;eurostat;eurosta;urostat;eurostal
518236;done;accomplished;performed;undertaken
518198;companies;firms;enterprises;large_companies
517434;yes;yes5;no_no_answer;no_no_luxembourg
517430;likely;unlikely;expected;probably
517205;commission;v;the_commission;case
517075;regard;respect;regards;regarding
516738;share;proportion;percentage_share;total_share
510640;risk;risks;increased_risk;higher_risk
509705;belgium;denmark;netherlands;germany
509284;four;five;six;three
507577;identified;pinpointed;identify;highlighted
507326;government;governments;central_government;national_government
505456;relevant;pertinent;appropriate;specific
504834;regions;eu_regions;region;european_regions
503630;context;framework;overall_context;wider_context
503021;greece;spain;ireland;cyprus
502994;method;methods;new_method;proposed_method
502979;persons;person;people;employed
501124;calculated;computed;determined;calculate
501069;issue;issues;question;is_sue
500587;until;which_time;since;before
500409;regarding;concerning;regard;regards
500057;fi;saeilytae_viileaessae;hengityselimiae;vaarallista
500040;region;regions;country;entire_region
499793;cooperation;co-operation;collaboration;closer_cooperation
496583;io;ti;te;ra
496437;develop;developing;de_velop;development
495850;technology;technologies;manufacturing_technology;research
495606;purpose;pur_pose;purposes;main_purpose
494810;rate;rates;average_rate;highest_rate
494105;rather;often;generally;much
493322;objectives;goals;overall_objectives;specific_objectives
490965;relation;regard;respect;regarding
490903;sector;subsector;sectors;industry
490635;future;future_development;future_developments;near_future
490016;education;education_and;education_and_training;higher_education
488817;effects;impact;effect;possible_effects
488389;range;large_range;wide_range;ranging
484691;01;02;03;05
484554;cost;costs;overall_cost;capital_cost
483844;children;child;mothers;small_children
483503;union;community;eu;european_union
482766;role;specific_role;potential_role;central_role
482381;pdf;html;aspx;/txt/
481206;needed;required;necessary;need
481115;mainly;mostly;primarily;largely
480863;described;outlined;mentioned;discussed
480341;brussels;strasbourg;470th;bruessels
480031;providing;provide;offering;provid
479615;give;giving;gives;gave
479542;allow;enable;allowing;permit
479504;february;march;april;september
